,white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row
2025,d,2,b,2,a,2
15301,d,1,d,8,c,3
12572,d,3,d,4,g,6
28032,b,1,f,6,b,4
11761,d,1,e,1,g,1
11137,c,2,d,1,b,5
4963,d,3,f,5,b,3
4127,d,2,b,2,f,1
10573,b,1,e,4,f,2
26656,b,1,h,7,c,5
7681,d,3,c,7,f,3
17891,c,1,a,6,a,8
2928,c,1,f,8,a,1
18961,c,2,g,1,h,2
1790,d,1,d,8,a,7
6954,c,1,c,7,a,1
15091,c,3,h,4,c,7
16341,d,3,d,6,h,5
16447,d,3,f,6,g,4
15252,d,1,d,3,b,6
7026,c,2,b,7,a,8
14368,c,2,d,3,h,7
6707,b,1,d,8,a,1
17268,b,1,e,3,a,8
27743,a,1,c,7,h,4
1593,c,3,h,2,c,1
15109,c,3,h,8,e,3
4383,d,3,f,5,b,4
7527,d,2,f,7,b,8
700,b,2,g,5,c,6
20926,d,3,f,8,e,6
12503,d,3,c,4,g,7
25025,d,1,g,8,e,4
17005,b,1,a,5,d,6
11377,c,2,h,5,f,2
15555,d,2,a,7,f,5
4029,d,1,c,4,b,1
25303,d,2,b,6,c,4
10614,b,1,f,7,a,8
764,c,1,a,4,c,4
3116,d,3,b,8,d,1
15869,d,2,g,5,a,6
4342,d,3,e,3,h,2
758,c,1,a,3,a,4
17997,c,1,c,8,h,7
6598,d,4,h,8,f,1
10923,c,1,e,4,f,7
28047,b,1,g,6,f,5
23341,c,1,g,1,c,8
38,a,1,d,4,f,5
3613,d,2,e,2,b,2
9647,d,2,f,8,h,2
19271,c,3,c,1,a,2
11853,d,1,f,7,a,2
21865,b,1,f,1,a,7
5274,c,1,a,4,e,1
20803,d,2,h,6,a,4
7203,c,2,h,4,h,2
2894,d,3,b,8,a,1
5046,d,3,h,7,b,3
22275,b,2,b,5,d,3
4587,c,1,g,2,h,8
20399,d,2,d,8,f,3
13126,d,4,h,2,f,5
19519,d,1,a,8,b,8
9245,c,3,f,6,g,2
15022,c,3,e,6,g,3
27742,a,1,c,7,e,3
27482,d,1,d,6,h,3
8698,c,1,a,2,a,8
27628,d,1,g,6,h,4
14227,c,2,a,5,e,3
7572,d,3,a,6,a,3
6301,d,4,b,6,f,2
21152,a,1,e,7,c,2
18140,c,1,e,3,h,4
2807,c,2,a,6,a,1
21337,b,1,a,2,g,7
21403,b,1,a,6,a,3
25587,a,1,b,1,g,6
8496,b,1,d,4,f,1
15900,d,2,g,8,d,6
12805,d,3,h,1,h,4
20843,d,2,h,7,a,4
9178,c,3,c,8,f,2
26687,b,1,h,8,h,5
26346,b,1,e,5,d,3
23029,c,1,c,5,a,8
252,b,1,b,6,c,5
6860,b,2,g,6,f,2
5082,d,4,c,8,h,1
511,b,1,g,5,f,6
21659,b,1,c,8,h,7
24479,d,1,b,8,a,7
17503,b,1,h,5,a,7
17759,b,2,e,7,g,4
3333,d,2,g,2,g,1
25873,a,1,f,5,h,2
22872,c,1,b,3,d,8
8405,b,1,a,5,e,1
13610,b,2,b,8,e,2
15980,d,2,h,8,b,6
9060,c,2,h,8,h,3
750,b,2,h,7,b,8
21995,b,1,g,5,a,4
28046,b,1,g,6,e,4
2348,d,3,a,7,a,8
6074,d,3,c,7,f,8
16510,d,3,g,2,a,5
8934,c,2,d,4,a,5
27135,c,1,f,4,a,6
20511,d,2,f,3,a,8
10842,c,1,c,5,c,6
22065,b,1,h,2,g,8
17445,b,1,g,3,c,6
17226,b,1,e,1,g,7
6940,c,1,c,4,d,7
20317,d,2,c,4,d,8
21721,b,1,d,7,h,3
24388,d,1,b,3,a,7
1465,c,3,c,1,f,1
22540,b,2,g,8,a,5
13508,b,1,g,5,f,1
26635,b,1,h,6,c,3
2390,d,3,b,6,a,7
24412,d,1,b,4,f,7
17381,b,1,f,5,e,1
21459,b,1,a,8,a,6
20933,d,3,g,6,h,4
8573,b,2,a,2,d,1
25535,a,1,a,6,f,4
5297,c,1,b,4,a,1
20372,d,2,d,3,g,3
23786,c,2,c,3,a,4
18727,c,2,c,7,a,6
15266,d,1,d,5,b,8
20667,d,2,g,6,c,4
662,b,2,f,5,g,6
12678,d,3,e,6,g,4
6817,b,2,d,4,h,2
21107,a,1,e,1,h,5
3467,d,1,a,3,b,1
12767,d,3,g,5,a,6
527,b,1,g,7,f,8
12139,d,2,e,3,e,8
12368,d,3,a,5,h,6
5468,c,2,c,1,e,7
9176,c,3,c,8,c,1
8631,b,2,c,6,f,1
8794,c,1,f,8,g,1
3781,d,3,e,4,b,1
13238,a,1,f,4,g,2
429,b,1,f,2,e,3
14921,c,3,c,6,e,3
7680,d,3,c,7,e,8
13101,d,4,g,3,h,6
18551,c,2,b,2,f,6
12520,d,3,c,6,c,7
4881,d,3,c,4,f,1
23046,c,1,c,7,a,3
5143,d,4,g,3,h,1
22832,c,1,b,1,e,3
20886,d,3,c,3,a,4
1226,c,2,d,4,e,4
24238,d,1,a,5,h,6
13377,b,1,d,7,g,4
15584,d,2,b,5,a,5
9413,d,1,h,8,f,1
25110,d,1,h,3,a,7
11648,d,1,a,4,e,3
903,c,1,d,7,c,7
7588,d,3,b,1,b,3
8323,a,1,a,7,h,1
26890,c,1,b,6,e,5
2493,d,3,f,1,f,2
85,a,1,f,2,c,2
26119,b,1,b,7,g,6
2991,c,2,g,7,g,2
19598,d,1,d,2,g,8
2258,d,2,g,5,a,6
25512,a,1,a,3,f,3
3079,c,3,g,6,e,1
15279,d,1,d,6,b,8
6389,d,4,e,4,g,3
16671,d,3,h,7,d,7
9652,d,2,f,8,h,2
3016,c,3,c,5,g,1
19408,c,3,g,8,g,4
13177,a,1,a,8,c,1
22040,b,1,g,8,e,2
21669,b,1,d,1,h,7
4988,d,3,g,2,e,3
1653,d,1,a,7,a,8
4362,d,3,e,8,a,2
11614,c,3,h,1,h,3
1532,c,3,f,6,f,5
13040,d,4,d,6,g,4
9449,d,2,c,1,b,4
20965,a,1,a,5,f,5
22632,c,1,a,1,a,7
9398,d,1,h,4,e,3
343,b,1,d,6,c,5
8462,b,1,c,4,f,3
21037,a,1,c,3,h,7
8191,d,4,e,5,g,7
9678,d,2,h,3,a,8
13577,b,2,a,5,f,3
18612,c,2,b,4,a,5
1982,d,1,h,8,g,7
12585,d,3,d,5,b,8
23639,c,1,h,7,g,6
3685,d,3,a,2,h,1
8359,a,1,e,3,h,1
26106,b,1,b,7,a,7
13317,b,1,c,5,a,3
11202,c,2,e,2,a,8
27380,d,1,b,7,d,4
6926,c,1,b,8,f,1
27598,d,1,g,1,d,5
12364,d,3,a,5,c,6
27387,d,1,b,8,a,5
18480,c,2,a,6,g,5
26411,b,1,f,5,c,3
753,c,1,a,1,f,2
14726,c,2,h,4,g,8
9610,d,2,f,3,b,5
8644,b,2,d,4,f,3
10446,b,1,a,3,a,7
4063,d,1,d,7,h,1
7983,d,4,b,3,g,1
22339,b,2,c,7,a,6
625,b,2,e,5,a,6
27540,d,1,f,4,a,4
12633,d,3,e,2,a,3
23345,c,1,g,1,e,8
17623,b,2,b,7,h,3
4244,d,2,h,2,f,1
24806,d,1,f,2,b,8
2438,d,3,d,5,a,6
27895,a,1,h,2,f,3
2069,d,2,b,8,c,7
19121,c,2,h,3,e,6
5224,b,1,c,3,d,2
20844,d,2,h,7,c,5
10544,b,1,d,4,a,6
11743,d,1,d,4,c,7
9270,c,3,h,6,e,2
11341,c,2,g,5,f,2
2175,d,2,f,1,f,2
8816,c,1,h,5,e,1
5083,d,4,d,1,a,1
13589,b,2,a,8,f,2
24444,d,1,b,6,g,6
4105,d,2,a,6,f,1
24122,d,1,a,1,b,6
3550,d,1,g,8,g,1
4353,d,3,e,5,f,2
21970,b,1,g,3,b,7
16677,d,3,h,7,e,6
16401,d,3,f,2,d,5
14618,c,2,f,5,a,5
18502,c,2,a,7,g,4
6402,d,4,e,6,h,1
1354,c,2,f,7,e,8
15938,d,2,h,5,d,7
7457,d,2,c,3,a,3
21957,b,1,g,2,f,7
7744,d,3,d,8,h,3
16927,a,1,f,7,h,6
26163,b,1,c,2,a,7
19640,d,1,d,6,a,5
1099,c,1,h,3,g,2
23527,c,1,h,2,f,2
10117,d,4,b,7,f,3
15853,d,2,f,7,a,7
14071,c,1,f,5,h,6
8626,b,2,c,5,a,1
1083,c,1,g,8,a,8
3604,d,2,d,6,f,2
27257,c,1,g,7,e,5
19300,c,3,c,7,a,4
12151,d,2,e,4,a,5
22904,c,1,b,4,f,8
20777,d,2,h,3,e,6
991,c,1,f,4,e,3
17269,b,1,e,3,h,3
1887,d,1,f,8,a,8
20788,d,2,h,4,c,6
27140,c,1,f,6,b,6
4759,d,2,a,4,a,3
6443,d,4,f,3,c,2
13826,c,1,a,5,b,8
16867,a,1,f,1,e,4
21105,a,1,e,1,e,3
13701,b,2,f,3,c,7
18404,c,2,a,2,b,5
20005,d,2,a,3,d,6
9097,c,3,a,7,c,1
25525,a,1,a,4,f,4
25055,d,1,h,1,a,8
5489,c,2,c,4,a,3
16552,d,3,g,6,b,4
17747,b,2,e,4,a,6
8138,d,4,d,7,d,1
12437,d,3,b,4,f,4
10908,c,1,d,7,g,8
23687,c,2,a,6,a,4
21320,b,1,a,2,a,3
18969,c,2,g,1,e,3
8709,c,1,a,7,a,8
7575,d,3,a,6,h,5
4051,d,1,d,4,g,1
5007,d,3,g,5,a,3
19764,d,1,e,6,b,7
3139,d,3,g,6,d,1
11965,d,2,b,2,b,8
26048,b,1,b,2,g,3
7789,d,3,e,7,f,3
21390,b,1,a,5,f,5
12455,d,3,b,5,a,5
23617,c,1,h,6,a,3
4750,d,1,g,6,h,1
813,c,1,b,6,e,6
14234,c,2,a,5,a,6
7883,d,3,h,6,a,6
24341,d,1,b,1,h,7
8432,b,1,b,7,d,1
14311,c,2,b,6,g,3
12310,d,2,h,8,f,5
21715,b,1,d,6,a,3
13316,b,1,c,4,f,1
11233,c,2,e,5,a,5
21936,b,1,g,1,a,8
4468,d,4,f,3,h,1
3107,d,3,a,5,d,1
7925,d,4,a,4,b,1
2006,d,2,a,5,f,5
12268,d,2,h,2,f,6
13309,b,1,b,6,a,7
10925,c,1,e,4,g,7
14054,c,1,f,3,h,3
14018,c,1,e,5,a,8
8171,d,4,e,3,g,1
18005,c,1,d,1,d,7
5964,d,3,a,6,b,1
24497,d,1,c,1,a,5
19192,c,2,h,7,g,3
19928,d,1,h,5,c,6
12864,d,3,h,6,f,8
4385,d,3,f,6,b,2
23602,c,1,h,6,a,5
6670,b,1,c,2,b,7
21284,b,1,a,1,c,3
25991,b,1,a,3,b,3
11481,c,3,d,5,a,7
22396,b,2,d,6,h,2
25704,a,1,d,1,f,3
20891,d,3,c,6,e,6
25521,a,1,a,3,h,4
23246,c,1,e,8,a,3
22771,c,1,a,7,g,3
15842,d,2,f,5,c,4
8694,b,2,h,7,e,1
18046,c,1,d,5,a,7
27220,c,1,g,2,b,6
5272,c,1,a,3,a,2
17938,c,1,b,5,g,8
25983,b,1,a,3,c,3
2574,d,3,g,5,g,6
6500,d,4,f,8,f,1
14878,c,3,b,7,h,3
10005,d,3,g,6,a,2
5861,d,2,c,5,g,2
17648,b,2,c,4,h,4
14977,c,3,d,6,a,4
12887,d,3,h,8,f,8
15565,d,2,a,8,b,8
20286,d,2,c,2,h,7
18623,c,2,b,6,e,6
4,a,1,c,2,c,1
14753,c,2,h,6,a,8
16286,d,3,c,7,g,4
10915,c,1,e,2,a,4
14909,c,3,c,2,b,5
1865,d,1,f,5,f,4
4089,d,2,a,2,g,1
17775,b,2,e,8,f,5
9711,d,3,a,5,a,8
16348,d,3,d,7,c,7
15381,d,1,e,8,h,8
1568,c,3,g,5,a,6
19020,c,2,g,4,f,8
11793,d,1,e,7,g,8
13710,b,2,f,4,f,2
20115,d,2,b,1,g,6
26991,c,1,c,8,a,6
22965,c,1,b,8,g,8
18337,c,1,h,5,d,3
26851,c,1,b,1,f,6
15813,d,2,e,8,b,6
18884,c,2,f,1,b,8
9080,c,3,a,5,e,1
1064,c,1,g,5,h,5
13902,c,1,d,2,b,5
21019,a,1,b,8,h,4
4200,d,2,d,6,e,1
5308,c,1,b,6,a,3
14573,c,2,e,8,f,2
7333,c,3,g,3,c,5
6106,d,3,d,5,d,1
9963,d,3,f,7,h,4
332,b,1,d,4,g,3
3989,d,1,a,6,f,1
17104,b,1,c,6,f,8
24990,d,1,g,5,f,7
26436,b,1,f,7,e,3
3692,d,3,a,4,b,1
6866,b,2,g,8,g,3
7462,d,2,c,3,a,7
26190,b,1,c,4,e,5
27730,a,1,c,6,h,4
15977,d,2,h,8,b,3
13295,b,1,a,6,h,7
7814,d,3,f,4,e,8
27781,a,1,d,6,g,6
21085,a,1,d,4,g,6
14443,c,2,e,1,h,5
6734,b,1,g,3,e,1
27032,c,1,d,4,a,5
22174,b,1,h,8,e,7
15542,d,2,a,5,f,8
27493,d,1,d,7,f,5
10491,b,1,c,2,g,2
22751,c,1,a,6,f,6
4467,d,4,f,3,h,1
27418,d,1,c,2,a,4
20355,d,2,c,8,g,4
9430,d,2,a,7,h,3
5169,d,4,h,6,a,1
7726,d,3,d,6,g,3
22235,b,2,a,7,b,4
7945,d,4,a,6,h,6
5631,c,3,d,8,b,1
8732,c,1,c,2,f,2
24967,d,1,g,4,a,8
7414,d,1,f,6,b,1
11924,d,2,a,4,a,6
8678,b,2,g,7,f,5
8056,d,4,c,3,h,8
14620,c,2,f,5,h,7
1683,d,1,b,5,h,6
27704,a,1,c,2,e,2
9361,d,1,e,5,a,3
17572,b,2,a,5,g,5
18139,c,1,e,3,b,3
578,b,2,d,2,d,1
1110,c,1,h,5,b,6
18124,c,1,e,3,a,7
19132,c,2,h,3,h,6
26832,b,2,h,7,c,5
21329,b,1,a,2,e,2
17651,b,2,c,4,a,7
14205,c,2,a,3,c,8
5723,d,1,b,7,a,3
16204,d,3,b,8,a,8
14169,c,1,h,8,f,2
10022,d,3,h,1,h,2
7250,c,3,b,4,f,3
676,b,2,g,2,f,3
20108,d,2,b,1,f,4
7538,d,2,h,5,e,3
27804,a,1,f,6,c,3
13868,c,1,b,8,a,2
782,c,1,a,8,b,7
24918,d,1,g,2,f,6
15488,d,1,h,6,f,2
23983,c,2,g,3,f,3
9988,d,3,g,2,a,7
26429,b,1,f,7,f,5
12798,d,3,h,1,d,8
18790,c,2,d,5,b,7
10425,a,1,h,4,d,1
18414,c,2,a,2,d,8
19161,c,2,h,5,d,5
183,a,1,h,4,h,5
9511,d,2,d,3,b,6
3166,c,3,e,2,a,1
4061,d,1,d,7,f,1
2297,d,2,h,4,g,4
17885,c,1,a,5,g,7
13021,d,4,d,1,g,5
26239,b,1,c,8,e,3
2836,c,2,c,4,a,1
19319,c,3,d,2,h,4
13657,b,2,e,1,g,7
19461,d,1,a,2,b,7
22413,b,2,d,7,h,5
1955,d,1,h,2,f,1
2355,d,3,b,1,a,1
21531,b,1,b,5,f,4
17190,b,1,d,8,b,3
13724,b,2,f,5,d,2
7289,c,3,d,6,g,2
25308,d,2,b,7,d,4
26821,b,2,h,6,e,5
12247,d,2,g,4,g,8
7120,c,2,e,1,g,2
4562,c,1,b,7,g,1
533,b,1,g,8,f,7
22453,b,2,e,6,c,4
24602,d,1,d,2,a,6
8661,b,2,g,2,h,4
26543,b,1,g,7,b,7
4635,c,2,c,3,g,1
2742,d,4,g,5,f,5
6141,d,3,e,2,f,2
3761,d,3,d,5,d,1
16926,a,1,f,7,d,5
27860,a,1,g,6,h,2
4734,d,1,e,1,h,1
21053,a,1,c,6,h,3
7443,d,2,a,7,a,8
9458,d,2,c,2,g,2
22686,c,1,a,3,e,4
25815,a,1,e,6,c,1
14314,c,2,b,8,b,4
13385,b,1,d,8,h,5
19014,c,2,g,4,g,7
8045,d,4,c,3,d,1
25463,d,2,g,2,a,5
11972,d,2,b,3,c,8
26651,b,1,h,6,g,3
5760,d,1,f,6,a,2
17998,c,1,c,8,g,8
8522,b,1,g,1,a,4
3992,d,1,a,7,f,1
23593,c,1,h,4,g,6
21297,b,1,a,1,f,2
22427,b,2,d,8,g,6
28014,b,1,f,3,a,4
24457,d,1,b,7,h,6
1566,c,3,g,5,a,4
22049,b,1,h,1,c,8
17306,b,1,e,6,h,2
9102,c,3,a,8,b,1
1145,c,2,a,7,a,8
4514,b,1,b,3,f,8
26021,b,1,a,7,d,6
14812,c,3,a,6,e,3
10250,d,4,g,5,f,3
16592,d,3,h,1,g,7
12826,d,3,h,3,a,8
17578,b,2,a,6,h,4
10838,c,1,c,5,a,2
26034,b,1,b,2,c,5
1544,c,3,g,2,e,3
19147,c,2,h,4,b,6
22766,c,1,a,7,g,3
10796,b,2,g,4,e,3
4511,b,1,b,3,a,5
5667,c,3,g,1,d,7
3177,c,3,h,3,f,1
10991,c,1,f,4,h,3
14081,c,1,f,7,e,3
1281,c,2,e,5,b,4
23373,c,1,g,3,a,5
8284,d,4,h,3,a,1
6175,d,3,f,5,h,7
26480,b,1,g,2,d,3
2471,d,3,e,6,d,5
11458,c,3,d,1,b,3
10294,d,4,h,8,e,2
5587,c,3,b,3,f,1
9660,d,2,g,1,a,8
4466,d,4,f,2,d,2
10466,b,1,b,2,e,2
6373,d,4,e,2,b,2
12778,d,3,g,5,a,8
13925,c,1,d,4,g,8
27653,d,1,g,7,f,4
24735,d,1,e,5,b,8
6320,d,4,c,4,b,1
659,b,2,f,5,f,6
17499,b,1,h,3,h,8
14097,c,1,g,4,f,8
12318,d,3,a,1,h,8
18634,c,2,b,7,f,5
10909,c,1,d,7,h,8
3599,d,2,d,4,f,2
5902,d,2,f,5,e,2
16598,d,3,h,1,g,5
25887,a,1,g,1,e,3
15050,c,3,g,2,a,5
4294,d,3,c,1,h,1
23571,c,1,h,4,b,4
15049,c,3,g,1,d,7
13655,b,2,e,1,h,5
16110,d,3,b,1,e,5
19618,d,1,d,4,f,7
12285,d,2,h,4,f,6
26315,b,1,d,7,g,4
26495,b,1,g,3,b,4
4039,d,1,c,6,g,1
9869,d,3,e,4,f,6
26956,c,1,c,6,a,4
24541,d,1,c,3,a,5
10678,b,2,b,1,h,1
3914,b,2,c,2,f,1
26385,b,1,f,1,a,6
14725,c,2,h,4,g,7
15773,d,2,e,4,b,6
25078,d,1,h,2,d,3
25944,a,1,h,4,e,5
2344,d,3,a,6,h,5
3076,c,3,g,5,c,1
24979,d,1,g,5,d,6
5605,c,3,d,4,e,3
10499,b,1,c,5,a,7
15769,d,2,e,3,g,5
6323,d,4,c,5,c,2
20135,d,2,b,2,f,6
27919,a,1,h,6,e,5
25564,a,1,a,8,f,5
13166,a,1,a,5,g,1
7895,d,3,h,8,h,2
20701,d,2,g,8,f,2
19196,c,2,h,7,h,5
26943,c,1,c,6,c,3
21984,b,1,g,4,d,4
9041,c,2,h,3,a,4
24396,d,1,b,3,f,3
12016,d,2,d,1,a,4
7528,d,2,g,4,a,7
7200,c,2,h,4,h,2
21209,a,1,g,5,f,1
19207,c,2,h,8,e,8
14420,c,2,e,1,c,6
10162,d,4,d,2,g,7
26612,b,1,h,3,b,5
24677,d,1,d,8,f,8
157,a,1,g,6,h,5
4076,d,1,e,8,h,1
8380,a,1,g,8,h,5
3577,d,2,b,3,h,2
26597,b,1,h,2,g,4
14304,c,2,b,6,a,8
6209,d,3,g,7,h,5
5856,d,2,c,4,h,7
24182,d,1,a,3,b,5
13848,c,1,b,1,h,2
23352,c,1,g,1,a,6
15868,d,2,g,5,h,5
6114,d,3,d,5,h,4
24835,d,1,f,4,b,6
8143,d,4,d,7,h,4
27786,a,1,e,2,e,4
13916,c,1,d,3,f,5
4066,d,1,d,8,h,1
18856,c,2,e,7,b,7
9859,d,3,e,4,e,7
3013,c,3,c,1,f,1
18239,c,1,f,7,e,1
18885,c,2,f,1,e,6
13400,b,1,e,3,a,8
13212,a,1,e,1,h,1
15744,d,2,e,2,b,4
2569,d,3,g,4,h,5
27522,d,1,f,1,e,5
3206,d,3,b,4,c,1
5630,c,3,d,8,b,1
21308,b,1,a,1,h,7
23261,c,1,f,2,b,3
19144,c,2,h,4,d,8
17817,b,2,h,5,g,3
20413,d,2,e,1,d,4
7245,c,3,b,4,g,1
8620,b,2,c,4,f,1
20978,a,1,a,7,h,4
18930,c,2,f,4,c,8
25973,b,1,a,2,g,6
22026,b,1,g,7,e,2
7881,d,3,h,5,h,2
17863,c,1,a,5,c,8
15529,d,2,a,5,a,8
17583,b,2,a,7,h,4
7696,d,3,d,1,h,1
10551,b,1,d,5,h,3
8865,c,2,b,2,g,2
14957,c,3,d,3,h,5
19615,d,1,d,4,d,8
12366,d,3,a,5,c,8
18254,c,1,g,1,a,6
21719,b,1,d,7,g,3
27232,c,1,g,4,a,6
2820,d,3,f,1,d,1
5834,d,2,b,5,h,4
15832,d,2,f,3,b,4
27694,a,1,b,7,f,3
2791,d,4,h,7,h,7
388,b,1,e,4,e,3
15436,d,1,g,7,c,4
22406,b,2,d,7,d,4
27978,b,1,c,7,e,5
22364,b,2,d,2,f,4
17425,b,1,f,8,g,1
1326,c,2,f,3,a,3
19679,d,1,e,1,a,8
6897,c,1,a,8,a,1
13762,b,2,g,6,f,1
16975,b,1,a,1,f,8
5894,d,2,e,1,b,2
25772,a,1,e,1,c,2
26819,b,2,h,6,e,5
18566,c,2,b,2,g,4
9437,d,2,b,6,h,3
13768,b,2,g,7,g,1
1650,d,1,a,7,a,8
10873,c,1,d,1,a,8
15492,d,1,h,7,a,4
5248,b,2,b,3,d,1
24664,d,1,d,8,f,4
12933,d,4,a,8,h,6
23884,c,2,d,8,f,3
435,b,1,f,3,h,2
13227,a,1,f,1,d,1
16815,a,1,d,1,h,6
7430,d,1,g,8,h,6
9966,d,3,f,7,b,7
6541,d,4,g,6,f,1
27545,d,1,f,6,b,4
6641,b,1,a,7,e,1
25486,d,2,g,7,a,7
2562,d,3,g,4,f,3
16560,d,3,g,7,a,6
11668,d,1,c,1,b,6
24035,c,2,g,8,f,4
16853,a,1,e,4,c,3
24141,d,1,a,1,e,7
13118,d,4,h,1,g,6
19845,d,1,g,3,e,5
21479,b,1,b,2,a,6
23913,c,2,f,4,f,6
20823,d,2,h,7,a,6
16359,d,3,d,8,b,7
7321,c,3,f,6,f,1
16321,d,3,d,2,b,6
21044,a,1,c,5,g,5
23534,c,1,h,2,a,4
8723,c,1,c,2,a,2
24623,d,1,d,3,f,6
18578,c,2,b,3,a,8
24974,d,1,g,4,a,8
6113,d,3,d,5,h,3
25416,d,2,f,6,b,5
18909,c,2,f,3,d,7
8383,a,1,h,3,c,1
24086,c,2,h,8,d,4
20036,d,2,a,5,c,4
23573,c,1,h,4,b,6
13167,a,1,a,5,h,2
14425,c,2,e,1,e,6
26888,c,1,b,6,f,3
5028,d,3,h,3,a,3
6818,b,2,d,4,h,3
14886,c,3,b,7,a,6
24555,d,1,c,4,g,6
18082,c,1,e,1,b,7
19098,c,2,h,2,c,5
13640,b,2,d,5,e,2
20780,d,2,h,3,e,6
27086,c,1,e,7,c,5
20146,d,2,b,2,h,7
5541,c,2,e,8,f,1
9835,d,3,e,2,a,8
16721,d,4,d,3,h,5
19514,d,1,a,8,g,6
25813,a,1,e,5,h,6
22385,b,2,d,3,g,6
20169,d,2,b,3,g,6
19735,d,1,e,4,a,5
11401,c,3,a,1,a,7
11786,d,1,e,5,h,2
21744,b,1,e,1,h,6
7327,c,3,f,8,a,1
21275,a,1,h,8,h,5
2996,c,2,h,2,a,2
19634,d,1,d,5,c,3
24954,d,1,g,3,a,7
23598,c,1,h,5,f,7
27924,a,1,h,7,g,4
7981,d,4,b,3,d,2
5734,d,1,c,4,f,2
27285,c,1,h,6,e,4
8509,b,1,f,2,c,8
11385,c,2,h,6,b,7
27473,d,1,c,8,f,6
24170,d,1,a,2,f,4
14366,c,2,d,2,b,6
25631,a,1,b,7,c,4
12490,d,3,c,2,h,8
26489,b,1,g,2,f,4
13620,b,2,c,2,f,2
27337,d,1,b,2,h,4
16641,d,3,h,4,c,7
1352,c,2,f,7,e,6
3902,b,1,b,2,d,1
23759,c,2,b,8,a,4
7061,c,2,c,7,d,8
9236,c,3,f,2,a,8
12346,d,3,a,3,h,5
12371,d,3,a,5,h,5
1096,c,1,h,3,g,2
5805,d,2,a,5,h,2
19725,d,1,e,3,a,5
20735,d,2,h,1,g,7
15182,d,1,b,2,d,6
21672,b,1,d,1,g,4
4554,c,1,b,3,e,2
11272,c,2,f,2,h,2
7810,d,3,f,4,a,8
6556,d,4,g,8,d,1
19512,d,1,a,8,b,6
16107,d,3,b,1,d,6
16507,d,3,g,2,f,7
10665,b,2,a,5,g,2
3371,d,3,b,4,a,2
21811,b,1,e,6,d,8
4367,d,3,f,1,d,1
12900,d,4,a,2,c,4
4238,d,2,g,3,b,1
9998,d,3,g,5,b,2
25907,a,1,g,5,f,5
6831,b,2,e,3,g,2
7517,d,2,f,4,c,8
22133,b,1,h,5,a,3
11467,c,3,d,2,h,3
18766,c,2,d,2,g,6
19829,d,1,f,6,a,8
18757,c,2,d,2,e,6
25489,d,2,g,7,g,5
10479,b,1,b,7,g,8
21414,b,1,a,7,b,4
22966,c,1,c,2,g,7
8762,c,1,d,4,a,8
5761,d,1,f,7,a,2
12441,d,3,b,5,e,7
24881,d,1,f,8,f,5
11640,c,3,h,8,f,2
548,b,1,h,3,g,4
16688,d,3,h,8,e,5
23837,c,2,d,1,b,5
18153,c,1,e,4,b,8
27463,d,1,c,8,c,4
11952,d,2,a,7,a,4
22855,c,1,b,2,g,7
19016,c,2,g,4,d,4
9319,d,1,c,2,g,2
3944,c,2,b,6,a,2
948,c,1,e,6,a,5
4308,d,3,c,5,g,1
26729,b,2,c,7,e,4
11693,d,1,c,4,c,6
13679,b,2,e,7,h,2
18406,c,2,a,2,b,7
5869,d,2,c,5,h,4
27542,d,1,f,4,d,6
23981,c,2,g,3,d,4
22196,b,2,a,2,d,3
22194,b,2,a,1,g,6
17435,b,1,g,1,b,6
448,b,1,f,4,h,3
23363,c,1,g,2,g,7
11209,c,2,e,3,b,8
15178,d,1,b,2,b,8
15245,d,1,d,2,h,8
16817,a,1,d,1,h,8
14535,c,2,e,6,g,2
9364,d,1,f,1,a,8
7535,d,2,h,1,a,1
23634,c,1,h,7,d,6
24255,d,1,a,6,a,3
7365,c,3,h,7,d,1
20719,d,2,h,1,h,5
1127,c,2,a,3,a,2
23987,c,2,g,3,a,5
4407,d,3,g,5,b,2
1799,d,1,e,3,a,3
16680,d,3,h,7,g,5
10089,d,4,a,8,f,2
15758,d,2,e,3,d,4
2387,d,3,b,6,a,7
3034,c,3,e,1,a,1
15486,d,1,h,6,d,7
5648,c,3,f,3,d,1
18475,c,2,a,6,e,3
24624,d,1,d,3,g,3
6066,d,3,c,6,f,2
3512,d,1,e,6,f,1
7000,c,1,h,7,f,1
11633,c,3,h,5,h,3
20351,d,2,c,8,c,4
26018,b,1,a,7,d,3
23194,c,1,e,5,f,3
24165,d,1,a,2,c,5
7816,d,3,f,4,h,5
20830,d,2,h,7,c,5
8131,d,4,d,6,f,3
24615,d,1,d,2,a,6
5758,d,1,f,4,b,3
4288,d,3,b,8,a,3
6695,b,1,d,1,g,1
17145,b,1,d,4,h,8
23633,c,1,h,7,d,5
25538,a,1,a,6,f,5
15808,d,2,e,7,a,5
19402,c,3,g,7,g,3
7802,d,3,f,3,h,7
19722,d,1,e,2,g,7
3260,d,1,g,3,b,2
26445,b,1,f,8,a,7
18780,c,2,d,3,a,4
15427,d,1,g,5,a,8
8273,d,4,g,4,e,2
24614,d,1,d,2,b,5
24350,d,1,b,1,h,7
16819,a,1,d,4,c,1
2840,c,2,c,7,a,1
22698,c,1,a,3,g,5
2615,d,3,h,4,g,3
18262,c,1,g,3,b,7
8369,a,1,g,3,h,1
10609,b,1,f,7,e,3
