,V1,V2,V3,V4
2967,0.967,0.501,3.176,1.221
2504,3.287,0.832,1.411,0.409
3465,,0.474,1.397,0.42
675,3.335,,,0.367
2808,0.802,0.617,0.872,1.307
3348,0.766,0.743,1.531,0.744
728,,0.54,1.751,1.207
412,2.111,0.576,2.835,0.783
3146,1.799,0.354,2.405,0.6714
1516,,0.517,3.169,1.2766000000000002
825,0.908,,1.317,2.519
3267,1.47,,1.848,1.114
3974,0.912,0.745,2.663,0.89
616,0.508,,2.638,1.385
114,0.789,0.66,2.749,0.732
417,2.014,0.557,2.154,0.858
3069,1.047,0.709,2.964,1.182
1625,2.678,0.551,1.712,1.0472000000000001
5399,0.816,0.81,1.303,3.627
4185,0.778,0.775,1.578,0.73
2896,1.544,0.715,1.396,0.654
5095,0.896,0.73,1.584,0.712
2082,,0.651,2.275,0.9348000000000001
753,2.09,0.464,1.911,1.61
2546,2.604,0.6,,1.085
3969,1.772,0.372,2.66,0.892
3373,1.492,0.724,1.571,0.756
4107,,0.482,1.819,1.2556
2444,0.868,0.493,3.186,1.37
4380,2.372,0.458,1.838,1.335
1066,0.712,0.496,3.194,1.298
3913,0.603,0.758,2.249,5.0
3498,2.844,0.689,1.582,0.86
2738,,0.944,1.16,2.7356000000000003
4000,2.62,0.678,2.737,0.975
1568,0.772,,1.452,0.7328
2427,0.87,0.519,0.935,1.368
3746,,0.731,1.386,0.541
5059,0.994,0.654,1.62,0.7113999999999999
1687,1.882,1.382,2.007,1.283
851,0.78,0.808,1.308,3.6432
3546,1.77,0.597,1.925,1.681
895,1.292,,1.355,0.819
4592,0.826,0.561,1.693,5.0
335,0.785,,2.128,4.285
2839,0.808,,1.671,1.182
3087,0.563,0.77,2.888,1.575
4611,0.821,0.538,2.438,1.167
1348,1.729,0.418,1.812,1.03
1015,0.824,0.742,,0.737
2816,0.804,0.61,1.624,1.304
1631,2.57,0.521,1.762,1.116
2489,0.896,0.475,1.404,0.431
3730,0.766,0.686,1.368,0.565
3251,1.753,0.489,1.97,1.046
5053,,,1.667,0.682
2070,0.763,0.649,,1.625
4452,1.345,,,2.156
5324,1.382,2.283,1.431,2.295
1635,2.491,0.49,1.797,1.194
4646,1.717,0.796,1.329,0.496
2479,0.855,0.538,1.409,0.439
2265,,0.456,1.776,1.067
2959,0.759,0.506,1.704,1.217
5161,0.573,0.513,2.592,1.377
3059,1.444,0.696,2.977,1.151
2141,0.774,0.736,2.148,0.899
3118,0.784,0.868,2.784,0.949
5154,0.905,0.522,3.202,1.353
4045,1.773,0.491,1.869,1.043
3356,0.77,0.81,1.577,0.718
2744,0.819,0.933,1.173,3.691
3506,2.696,0.643,1.64,1.007
1679,2.002,1.399,2.001,1.68
4249,0.831,0.469,3.246,1.412
3147,1.798,0.352,2.651,0.852
2294,1.565,0.452,,1.192
580,1.2,0.597,3.107,1.01
1470,1.395,0.745,1.453,0.818
4799,0.914,0.669,2.088,0.735
4070,,0.469,2.062,1.067
3343,0.771,0.738,1.519,1.1952000000000003
4992,1.733,,2.016,1.073
4583,0.827,0.572,1.682,1.286
3672,1.004,0.719,1.746,1.029
559,,0.724,1.613,0.652
2849,0.807,0.564,2.07,3.4904
512,0.923,0.638,,1.862
4729,0.852,0.484,1.755,1.36
1081,0.86,0.475,3.211,1.336
1664,2.165,0.376,1.963,1.519
1012,0.873,0.768,1.35,0.687
1931,1.47,0.669,1.445,0.706
1150,1.31,0.647,1.874,0.878
2838,0.808,,1.669,5.0
116,0.787,0.659,2.749,0.696
740,1.889,0.464,1.842,1.431
5240,3.002,0.688,1.574,0.709
3675,1.031,0.708,,1.089
830,0.811,0.817,1.297,2.619
119,0.788,0.717,1.346,0.74
4752,1.114,0.465,,0.569
5212,0.831,0.473,1.448,0.425
5169,0.835,0.496,2.62,1.417
635,0.829,0.416,,1.395
4465,,2.298,1.405,2.368
4364,,0.565,1.721,1.025
4142,0.952,0.687,1.586,1.869
991,,0.69,1.258,0.516
876,1.182,0.752,1.4,0.765
4869,0.789,0.784,2.131,4.316
4,1.687,0.449,2.334,0.429
3051,0.856,0.689,3.005,1.64
3124,0.778,0.76,2.136,5.0
2660,1.407,0.733,1.581,2.112
2491,0.852,0.529,1.408,0.429
3854,1.279,0.502,,1.306
4933,2.182,0.568,2.095,0.727
4777,1.329,0.517,1.672,0.9
1715,1.235,2.165,,2.193
1148,1.329,0.628,2.809,0.703
3261,1.715,0.484,1.911,1.076
574,1.316,0.638,3.084,0.895
3769,0.844,0.661,1.461,0.723
3736,0.766,,1.383,0.531
4146,0.878,0.722,1.552,1.41
853,0.779,0.825,1.315,3.647
1982,0.899,0.52,1.696,1.316
2774,1.224,0.798,1.277,0.88
4929,1.247,0.588,2.134,0.674
1166,0.816,0.769,2.02,1.917
971,0.884,0.532,,0.57
2701,0.981,1.029,1.13,2.264
4495,0.782,,,2.658
3847,1.403,0.49,1.802,0.578
2368,0.774,0.726,1.545,0.723
4115,1.397,,1.792,0.846
4780,,0.531,1.72,0.938
4131,1.156,0.595,1.686,1.641
2950,1.04,0.534,1.651,1.149
524,,0.685,1.525,0.744
2455,0.87,0.476,2.587,1.377
5016,1.617,0.475,1.854,1.169
1841,0.907,0.575,1.724,1.202
537,0.761,0.681,1.54,0.7418000000000001
2806,0.795,0.622,0.836,1.277
4341,,0.62,1.655,1.0458
3175,0.902,0.74,2.668,0.888
784,1.612,1.39,,2.008
4057,0.767,0.476,1.776,1.088
1409,1.101,0.579,,0.621
2537,2.761,0.653,1.617,0.928
154,1.338,0.673,1.445,0.874
3009,1.468,0.478,1.77,0.568
1686,1.897,1.386,2.006,1.272
2901,1.444,0.682,1.431,0.7308
5398,0.821,0.815,,3.628
4721,,0.489,,1.362
3863,1.246,,1.834,0.999
2733,,0.961,1.152,2.407
1895,0.792,0.622,,0.488
569,1.411,0.671,1.473,0.801
1816,1.22,0.697,1.288,0.897
2065,0.757,0.652,3.019,0.747
127,0.791,0.8,1.353,0.646
3394,1.108,0.59,1.171,1.143
3327,0.78,0.744,1.506,0.9640000000000001
5436,1.282,0.759,1.317,1.624
2975,,0.494,3.189,1.286
980,1.761,,1.247,0.519
2300,1.312,0.458,1.842,1.248
190,0.868,0.487,3.205,1.344
1139,1.279,0.548,1.845,0.612
5088,0.786,0.722,1.543,0.744
699,0.94,0.694,1.551,0.661
5213,,,1.445,0.419
606,0.825,0.454,,1.384
4276,0.841,0.414,2.671,0.5336000000000001
301,0.974,0.778,2.392,1.71
3420,0.889,,3.205,1.357
5254,2.783,0.615,1.662,0.9304
1060,0.689,0.53,3.164,1.227
2565,2.249,0.484,1.816,1.436
5446,1.116,0.692,1.177,0.966
1069,0.906,0.494,3.195,1.295
2524,2.997,0.72,1.525,0.695
2205,,0.604,2.803,0.619
1243,1.711,0.795,2.609,0.973
16,0.761,0.482,1.7,0.473
3120,0.783,0.87,2.339,0.909
4642,1.58,0.799,1.327,0.493
4754,1.103,0.466,,1.086
815,1.089,0.826,1.361,3.387
3067,1.422,,2.97,1.156
5217,3.302,0.479,1.445,0.412
959,0.895,0.546,2.133,1.091
4893,0.937,0.76,2.165,0.87
225,1.512,0.47,1.782,0.938
3354,0.767,0.783,1.554,0.72
2485,0.866,0.456,1.404,0.435
562,1.527,0.72,1.58,0.685
3436,,0.472,2.594,1.367
1693,1.799,1.383,1.875,1.883
1045,1.247,0.633,1.537,0.965
3446,,0.45,2.615,0.508
4565,0.935,0.618,1.717,1.188
954,0.896,,1.744,1.093
5435,1.297,0.766,1.36,1.5695999999999999
2735,0.822,0.95,1.154,2.604
5348,1.08,0.938,1.244,2.3758
4735,0.849,,1.941,1.362
5257,2.738,0.599,1.682,0.973
1218,0.831,0.911,2.094,2.1390000000000002
1527,0.854,,2.561,1.358
3987,,0.386,2.711,0.938
5380,0.827,0.854,1.188,2.599
1300,1.545,0.453,1.844,1.022
5335,1.251,2.38,1.31,2.203
160,1.212,0.627,1.547,0.996
4067,1.724,0.469,1.993,1.067
956,0.896,0.551,1.766,1.087
3791,1.14,0.556,1.622,1.043
3234,,0.507,1.852,1.044
2869,0.795,0.825,1.336,0.55
3777,1.36,0.622,1.509,0.812
4433,1.804,,1.878,1.898
4973,1.522,0.484,,1.069
2961,0.98,0.504,1.689,1.217
2200,1.403,,2.036,1.08
98,0.801,0.667,2.454,1.241
2557,2.399,0.534,1.758,1.288
3183,2.659,0.692,2.714,0.941
253,1.143,,1.56,1.525
3923,1.586,0.763,,1.722
4199,1.521,0.748,1.577,0.733
1445,0.796,,1.464,0.781
1648,1.78,0.418,1.897,1.3334000000000001
4682,1.394,0.656,,0.794
4723,0.853,0.487,3.217,1.362
3991,1.671,,,0.94
1696,1.671,1.384,1.795,1.92
3191,2.579,0.662,2.05,0.933
4499,0.782,0.842,1.282,2.6612
1154,1.495,0.685,1.85,1.483
2255,0.756,0.459,1.764,1.07
1682,1.958,1.391,2.003,1.722
3170,0.933,0.353,2.658,0.859
2056,0.934,0.634,3.052,1.766
4090,1.639,0.461,,1.138
3108,0.832,0.765,2.802,1.56
4548,1.295,0.724,,0.83
3723,0.769,0.552,2.94,0.605
2049,1.065,0.607,3.09,1.628
4976,1.524,0.484,1.807,1.069
3643,0.807,0.837,1.269,0.873
5375,0.822,0.914,1.261,3.0814
623,0.824,,2.67,1.38
262,0.975,0.664,,1.602
3369,1.534,0.739,,0.716
4061,1.512,0.472,1.785,1.073
1802,1.38,0.735,1.44,0.731
4736,0.848,0.474,1.941,1.361
5444,1.151,0.706,1.215,0.919
2385,0.787,0.752,1.585,0.697
1959,1.305,0.61,1.55,0.868
2976,0.892,0.493,1.779,1.302
488,1.349,0.503,1.787,0.884
1843,0.887,0.57,1.712,1.223
1734,1.001,0.762,1.369,2.397
2911,1.327,0.658,1.48,0.862
3219,2.051,0.563,2.146,0.827
146,1.494,0.727,1.391,0.7394000000000001
1986,0.833,,1.74,1.397
1369,1.323,0.431,1.877,1.215
2811,0.803,0.617,0.877,1.306
659,0.802,0.431,1.42,0.381
1794,0.847,0.753,1.423,0.733
2511,3.241,0.813,1.429,0.457
3397,1.048,,1.114,1.2
4282,0.825,0.408,1.444,0.438
1147,1.341,0.619,2.799,0.705
3272,,0.483,1.837,1.153
608,0.822,0.452,3.248,1.384
3582,1.307,,,2.181
1930,1.472,0.67,1.443,0.704
197,0.859,0.48,3.209,1.341
2931,1.282,0.622,1.542,0.8962
2327,1.226,0.521,1.751,0.584
4389,2.233,,1.884,1.471
766,1.96,1.434,1.966,1.725
4496,0.783,0.841,1.28,2.658
4218,1.209,0.631,1.25,1.042
3255,,0.488,1.932,1.047
202,0.852,0.472,1.924,1.348
3510,2.622,0.613,1.67,1.08
4931,1.231,,2.203,0.7
1733,1.008,0.758,1.37,2.39
2777,1.226,,1.274,0.882
1707,1.372,0.764,1.636,2.064
5172,,0.494,3.221,1.415
5249,2.846,0.634,1.637,0.8588000000000001
3474,3.266,0.845,1.408,0.438
854,0.779,0.817,1.317,3.643
4737,0.848,0.473,1.938,1.114
4097,1.371,0.466,,1.205
2160,1.818,,2.183,0.826
698,0.94,,1.544,0.642
5396,0.823,0.865,1.302,3.634
2999,1.101,,1.758,1.116
3696,0.783,0.601,1.628,1.326
1636,2.472,0.482,,1.214
3457,0.879,0.553,1.392,0.439
3581,1.333,0.772,,2.204
1291,0.896,0.501,,0.963
4659,,0.729,1.393,0.629
1853,0.808,0.536,1.693,1.299
5232,3.153,0.749,1.51,0.556
3763,0.904,0.682,1.435,0.661
3304,1.147,0.621,1.655,1.115
5358,0.935,0.937,1.231,2.386
3743,0.934,0.736,1.38,0.5314
3445,0.886,0.451,2.613,0.497
1998,0.805,0.498,1.975,1.435
663,0.805,0.479,1.437,0.379
4779,1.307,0.526,1.704,0.928
3748,0.892,0.722,1.396,0.565
4413,2.074,0.457,1.932,1.626
4744,1.132,0.466,1.772,1.094
709,,0.613,1.619,0.852
1282,1.076,0.558,1.932,1.429
5068,0.828,0.72,1.54,1.44
2675,1.274,1.274,1.381,2.314
4029,1.105,0.553,2.797,0.7964
1306,1.541,0.452,1.84,1.025
2237,1.84,,1.891,0.972
3302,1.186,,,1.074
2038,1.267,0.54,1.754,0.971
1529,0.854,0.496,2.561,1.361
1663,,0.38,1.963,1.511
5382,0.823,0.847,1.19,2.6
5402,,0.804,1.31,3.625
3627,0.814,0.887,1.226,3.472
5147,0.698,0.548,1.013,1.303
4891,0.939,,2.167,0.87
2693,1.072,1.198,1.178,2.638
3060,1.442,0.697,2.976,1.1463999999999999
1597,3.0,0.667,,0.696
2729,0.821,0.965,,2.586
2625,1.556,1.413,1.672,2.054
3157,0.943,0.35,2.652,0.856
3314,0.952,0.686,1.581,1.323
1722,,2.234,1.451,2.3
5279,2.312,0.499,1.802,1.3764
1059,0.992,0.54,3.157,1.209
4636,,0.665,1.33,0.519
3242,0.802,,1.854,1.099
1678,2.015,1.4,2.0,1.667
1757,0.778,0.793,1.324,3.631
4191,1.532,0.753,1.588,0.722
5116,1.524,0.742,1.597,0.734
563,1.513,0.714,1.566,0.699
2790,1.081,0.734,1.149,1.027
863,,,1.335,0.796
1484,1.14,0.647,3.047,1.07
5134,1.196,,1.266,1.058
206,0.873,0.462,1.826,1.085
4488,0.834,,1.278,2.605
870,0.769,,1.36,0.775
4493,,0.843,1.279,2.662
502,1.113,0.571,1.705,0.644
1028,0.921,0.718,,0.765
3840,1.455,0.483,1.787,1.187
2690,1.107,1.185,1.203,3.48
5056,1.056,0.635,,0.703
1570,,0.606,1.469,0.549
2773,0.882,0.8,1.274,1.8783999999999998
2731,0.822,0.962,0.892,2.5692
804,1.242,2.252,1.435,2.322
3645,0.874,0.83,1.272,0.865
2454,0.87,0.478,,1.403
4598,0.826,0.559,1.696,1.164
3104,0.898,0.771,,5.0
4875,0.79,0.398,2.652,0.894
200,0.85,0.475,2.277,1.342
3099,0.968,0.763,2.878,1.154
2278,1.705,0.456,1.98,1.067
3561,1.782,1.394,1.853,1.913
4474,1.071,0.848,1.334,2.429
4514,0.781,0.905,1.304,3.678
391,,0.66,2.066,0.972
5258,2.722,0.597,1.688,0.99
1495,0.759,0.569,3.139,1.275
2695,1.054,1.007,,2.577
2027,1.385,0.497,1.933,1.044
5248,2.861,,,0.85
2568,2.195,,1.836,1.489
64,1.354,0.494,2.849,0.683
3884,0.821,0.675,3.01,1.671
2062,0.776,0.661,3.021,1.882
5276,,0.508,,1.338
492,1.292,0.516,1.769,0.932
379,2.681,0.386,2.163,0.93
4859,0.792,0.892,2.777,1.179
3993,2.67,0.43,2.715,0.943
4887,0.944,0.364,2.649,0.866
1076,0.878,,3.205,1.324
878,1.346,0.743,1.407,0.765
337,0.787,0.744,2.809,5.0
1016,0.817,0.735,1.383,0.751
1275,,0.606,1.77,1.343
3798,,0.528,3.165,1.2765999999999997
4551,1.247,0.71,1.87,0.877
3342,0.772,,1.516,0.766
4911,2.537,0.48,2.759,1.051
995,1.75,0.542,1.252,0.499
1981,0.919,,1.691,1.297
4297,,0.43,1.444,0.386
161,,0.623,1.555,1.015
4798,0.929,0.662,,1.617
1500,,0.534,0.914,1.359
3843,1.428,0.485,1.791,0.582
5225,3.272,0.795,1.46,0.444
2613,1.629,1.411,1.672,2.036
3461,0.873,0.539,1.41,0.43
1021,1.46,0.722,1.391,0.756
3073,1.018,0.733,2.941,1.781
3943,0.77,0.799,2.75,4.331
1585,3.162,0.598,1.475,0.538
1955,1.366,,1.489,0.802
3152,1.794,0.35,2.65,0.854
34,1.624,0.473,1.704,0.474
4014,1.367,0.619,2.806,0.59
775,1.815,1.403,1.995,1.87
2556,,0.532,1.751,1.27
1478,1.257,0.689,2.999,0.958
1363,1.594,0.422,,1.157
2612,1.629,,1.674,2.034
2824,,,0.876,1.302
2041,1.217,,1.903,0.8404
241,1.381,0.515,1.42,1.0108000000000001
2061,0.794,0.653,,1.601
2363,0.777,0.719,1.531,0.741
600,0.58,0.465,0.896,1.375
2435,0.865,,3.188,1.377
5393,,0.823,1.291,2.615
2888,,,,0.528
646,,0.407,1.46,0.467
3890,,0.677,2.224,1.11
3556,1.876,,1.986,1.819
3202,1.378,0.584,1.98,0.571
1528,0.854,0.498,2.562,1.367
1267,2.334,0.629,1.608,1.228
1899,,,1.334,0.462
4658,1.569,0.737,1.385,0.611
3005,,0.473,1.763,0.9992000000000001
2734,0.823,0.955,1.153,2.414
189,,0.488,3.207,1.312
1806,1.37,0.735,1.433,0.74
975,0.88,0.526,2.891,0.591
2747,0.817,0.927,1.18,3.688
2047,1.101,0.595,3.101,1.588
2558,2.381,,1.766,1.307
1082,0.859,,1.796,1.336
474,1.304,0.483,1.827,1.279
2904,,0.659,1.452,0.801
4843,,0.782,2.878,1.739
4117,1.377,0.505,1.785,0.9022
3385,1.281,0.651,1.344,0.968
4555,1.025,0.689,1.569,0.95
1184,1.223,0.806,1.897,0.859
5051,1.151,0.601,1.682,0.669
5311,1.584,1.446,1.614,2.114
2433,0.863,0.502,3.194,1.374
2391,,0.731,1.571,0.741
769,1.914,1.415,1.978,1.769
1685,1.912,1.386,2.005,1.767
130,,0.776,,0.632
2919,1.311,0.634,1.486,0.877
3171,0.93,0.744,2.66,0.865
3444,0.887,0.453,1.416,0.506
4426,1.905,1.441,1.963,1.795
5334,,2.373,1.319,2.4942
466,1.567,0.478,1.852,1.204
3092,0.995,0.767,2.892,1.559
3772,1.415,0.651,1.473,0.758
5191,0.839,0.456,1.471,0.82
5226,,,,0.457
5390,0.822,,1.285,5.0
860,,0.828,1.324,3.645
