,A1,A2,A3,A4,A5,A6,A7,A8,A9
20989,44.0,3.0,83.0,0.0,42.0,-11.0,40.0,42.0,2.0
40836,56.0,0.0,84.0,0.0,54.0,,28.0,30.0,2.0
3138,45.0,0.0,83.0,2.0,44.0,-16.0,37.0,39.0,2.0
38795,56.0,4.0,97.0,0.0,44.0,-7.0,41.0,53.0,12.0
40289,55.0,0.0,77.0,0.0,-12.0,-11.0,21.0,90.0,68.0
22109,41.0,0.0,76.0,,38.0,-13.0,35.0,37.0,2.0
17222,37.0,,76.0,4.0,28.0,-12.0,40.0,48.0,8.0
45072,52.0,2.0,88.0,0.0,52.0,0.0,37.0,37.0,0.0
27555,57.0,330.0,80.0,0.0,34.0,0.0,23.0,46.0,24.0
42700,37.0,0.0,80.0,1.0,18.0,0.0,43.0,62.0,
7403,56.0,0.0,81.0,0.0,-6.0,-17.0,25.0,89.0,64.0
43475,46.0,,81.0,0.0,44.0,-14.0,35.0,37.0,2.0
35202,43.0,0.0,86.0,0.0,42.0,-7.0,42.0,44.0,2.0
10008,56.0,0.0,96.0,8.0,46.0,24.0,40.0,50.0,10.0
29307,37.0,0.0,,4.0,26.0,-7.0,45.0,56.0,10.0
33155,37.0,0.0,77.0,3.0,34.0,-19.0,41.0,44.0,
3386,41.0,0.0,83.0,3.0,42.0,20.0,42.0,41.0,0.0
36121,55.0,0.0,83.0,4.0,54.0,0.0,28.0,29.0,0.0
55260,56.0,-4.0,87.0,1.0,56.0,0.0,31.0,30.0,0.0
11166,51.0,3.0,78.0,,50.0,0.0,27.0,29.0,2.0
2435,37.0,0.0,94.0,0.0,10.0,-2.0,57.0,84.0,26.0
27193,55.0,-1.0,86.0,0.0,54.0,-14.0,30.0,32.0,2.0
18239,58.0,-70.0,88.0,0.0,8.0,0.0,30.0,81.0,50.0
13044,39.0,-3.0,77.0,-3.0,,0.0,38.0,39.0,0.0
17589,37.0,0.0,77.0,0.0,8.0,3.0,40.0,69.0,30.0
35101,55.0,0.0,95.0,,54.0,0.0,40.0,41.0,
51091,37.0,0.0,80.0,0.0,8.0,26.0,43.0,72.0,28.0
32378,46.0,4.0,79.0,0.0,44.0,-13.0,33.0,35.0,
41355,53.0,-1.0,84.0,0.0,54.0,1.0,,30.0,0.0
16359,46.0,0.0,86.0,-48.0,46.0,0.0,40.0,40.0,0.0
49328,,1.0,81.0,0.0,38.0,8.0,43.0,42.0,0.0
50658,46.0,3.0,80.0,-2.0,46.0,0.0,34.0,34.0,0.0
21708,37.0,0.0,83.0,0.0,6.0,-9.0,46.0,77.0,32.0
12880,49.0,-2.0,83.0,0.0,50.0,0.0,33.0,33.0,0.0
27319,45.0,-2.0,81.0,0.0,44.0,-23.0,36.0,37.0,2.0
31662,,0.0,77.0,0.0,10.0,,21.0,,46.0
41467,37.0,2.0,90.0,0.0,,1.0,53.0,62.0,8.0
41375,37.0,0.0,96.0,,26.0,8.0,59.0,70.0,12.0
51042,44.0,0.0,86.0,-4.0,44.0,3.0,42.0,42.0,0.0
46774,47.0,-1.0,80.0,0.0,46.0,0.0,33.0,34.0,0.0
21735,37.0,,76.0,0.0,26.0,-12.0,39.0,50.0,12.0
24412,45.0,-1.0,79.0,0.0,44.0,0.0,34.0,35.0,0.0
1513,,0.0,92.0,-3.0,0.0,,36.0,92.0,56.0
9310,48.0,1.0,81.0,0.0,46.0,0.0,,35.0,2.0
33133,56.0,0.0,81.0,0.0,-6.0,-27.0,25.0,88.0,64.0
6451,56.0,0.0,79.0,4.0,6.0,0.0,23.0,74.0,50.0
4516,48.0,0.0,85.0,0.0,50.0,31.0,37.0,36.0,0.0
9779,55.0,0.0,96.0,1.0,54.0,22.0,41.0,42.0,2.0
13817,44.0,0.0,86.0,1.0,44.0,10.0,42.0,42.0,0.0
28008,55.0,0.0,,-2.0,18.0,-4.0,23.0,61.0,38.0
36065,37.0,0.0,97.0,0.0,12.0,5.0,59.0,84.0,24.0
5092,68.0,0.0,,-4.0,68.0,0.0,43.0,44.0,0.0
47511,49.0,0.0,88.0,-2.0,50.0,6.0,40.0,39.0,0.0
35143,,0.0,83.0,0.0,,-4.0,46.0,49.0,2.0
34921,43.0,0.0,81.0,,42.0,-1.0,38.0,40.0,
35412,46.0,0.0,80.0,0.0,46.0,5.0,34.0,34.0,0.0
361,51.0,1.0,81.0,0.0,,12.0,29.0,29.0,0.0
39250,42.0,,84.0,-2.0,42.0,0.0,42.0,,0.0
42144,47.0,-3.0,88.0,0.0,46.0,0.0,41.0,42.0,0.0
48807,41.0,0.0,81.0,0.0,42.0,5.0,40.0,,
16294,,0.0,82.0,0.0,-24.0,-5.0,26.0,108.0,82.0
16844,57.0,0.0,80.0,-6.0,56.0,0.0,23.0,23.0,0.0
44881,42.0,-4.0,88.0,1.0,42.0,0.0,45.0,46.0,2.0
7302,37.0,0.0,83.0,0.0,6.0,-14.0,,78.0,
41561,56.0,0.0,95.0,0.0,46.0,-20.0,40.0,49.0,10.0
52928,37.0,5.0,77.0,0.0,-22.0,16.0,40.0,101.0,60.0
26348,56.0,0.0,87.0,8.0,56.0,1.0,31.0,30.0,0.0
20490,37.0,0.0,,2.0,8.0,0.0,43.0,72.0,30.0
21150,55.0,0.0,79.0,-2.0,20.0,-4.0,23.0,58.0,
13063,46.0,0.0,,8.0,46.0,0.0,34.0,34.0,0.0
29261,41.0,,86.0,0.0,42.0,21.0,46.0,45.0,0.0
13984,41.0,0.0,81.0,0.0,,-5.0,41.0,43.0,2.0
2346,56.0,-5.0,107.0,0.0,56.0,3.0,,50.0,0.0
4468,42.0,-5.0,79.0,0.0,42.0,0.0,37.0,37.0,0.0
4208,37.0,0.0,93.0,0.0,12.0,-11.0,55.0,80.0,24.0
30061,85.0,-5.0,88.0,0.0,0.0,0.0,3.0,88.0,84.0
17620,55.0,-1.0,97.0,-2.0,46.0,-13.0,42.0,51.0,8.0
5346,37.0,,95.0,0.0,8.0,-1.0,58.0,87.0,30.0
4636,,4.0,86.0,0.0,46.0,0.0,39.0,40.0,2.0
35780,56.0,4.0,99.0,0.0,38.0,0.0,,60.0,18.0
56566,56.0,0.0,81.0,0.0,-6.0,1.0,25.0,88.0,64.0
30700,55.0,0.0,96.0,0.0,50.0,-22.0,41.0,47.0,6.0
45301,43.0,-1.0,79.0,1.0,44.0,25.0,35.0,35.0,0.0
25598,48.0,0.0,106.0,0.0,46.0,-1.0,58.0,60.0,2.0
43727,84.0,-2.0,88.0,0.0,0.0,0.0,4.0,88.0,84.0
22627,49.0,0.0,83.0,0.0,46.0,-22.0,34.0,,
42921,46.0,1.0,87.0,0.0,44.0,-14.0,41.0,43.0,2.0
33644,41.0,0.0,79.0,-3.0,42.0,3.0,38.0,37.0,0.0
4472,49.0,,77.0,-1.0,50.0,20.0,29.0,,0.0
36567,37.0,0.0,75.0,0.0,18.0,-13.0,38.0,,18.0
21541,55.0,0.0,77.0,0.0,16.0,13.0,22.0,62.0,40.0
43425,56.0,0.0,85.0,0.0,54.0,-3.0,29.0,31.0,2.0
44146,37.0,0.0,76.0,-1.0,36.0,-18.0,39.0,40.0,2.0
7714,37.0,0.0,76.0,7.0,28.0,1.0,39.0,48.0,8.0
49211,56.0,0.0,81.0,0.0,-20.0,-9.0,25.0,102.0,76.0
54773,57.0,-5.0,88.0,6.0,56.0,0.0,32.0,31.0,0.0
51524,83.0,-1.0,86.0,-3.0,-4.0,0.0,3.0,92.0,88.0
22897,49.0,-1.0,81.0,0.0,50.0,2.0,32.0,32.0,0.0
25029,53.0,-3.0,84.0,0.0,54.0,0.0,30.0,30.0,0.0
51055,43.0,0.0,80.0,-1.0,42.0,-14.0,37.0,,2.0
30585,55.0,0.0,79.0,0.0,10.0,9.0,23.0,68.0,46.0
13827,37.0,0.0,76.0,-2.0,24.0,4.0,39.0,52.0,14.0
21954,81.0,0.0,84.0,5.0,-14.0,,4.0,100.0,96.0
48121,,1.0,83.0,0.0,50.0,0.0,,34.0,0.0
15112,53.0,0.0,104.0,0.0,54.0,1.0,50.0,49.0,0.0
56077,37.0,,83.0,0.0,6.0,5.0,46.0,78.0,32.0
56581,37.0,0.0,75.0,0.0,34.0,0.0,38.0,41.0,2.0
16898,37.0,0.0,77.0,0.0,26.0,17.0,40.0,,12.0
29509,43.0,0.0,84.0,5.0,42.0,-9.0,41.0,43.0,2.0
37053,49.0,0.0,88.0,1.0,46.0,-26.0,39.0,41.0,2.0
15427,55.0,0.0,79.0,0.0,10.0,-11.0,23.0,68.0,46.0
23529,37.0,0.0,95.0,,16.0,20.0,58.0,79.0,22.0
23028,37.0,0.0,95.0,4.0,10.0,1.0,57.0,84.0,28.0
7102,37.0,0.0,78.0,0.0,16.0,-18.0,41.0,63.0,22.0
30950,37.0,0.0,76.0,0.0,20.0,13.0,40.0,55.0,16.0
39173,55.0,0.0,79.0,5.0,6.0,0.0,23.0,74.0,50.0
55748,37.0,0.0,77.0,4.0,30.0,14.0,41.0,46.0,6.0
23163,39.0,0.0,78.0,-2.0,38.0,0.0,39.0,39.0,0.0
22563,45.0,2.0,81.0,1.0,44.0,0.0,37.0,37.0,0.0
22023,45.0,-2.0,77.0,0.0,44.0,0.0,32.0,34.0,2.0
8980,49.0,0.0,79.0,2.0,50.0,12.0,30.0,30.0,0.0
36117,56.0,1.0,98.0,0.0,42.0,0.0,42.0,57.0,14.0
55115,49.0,0.0,95.0,-5.0,50.0,10.0,46.0,46.0,0.0
3954,56.0,0.0,82.0,2.0,54.0,,26.0,28.0,
5911,,0.0,79.0,-2.0,42.0,-3.0,37.0,38.0,2.0
23783,44.0,0.0,77.0,0.0,44.0,7.0,34.0,34.0,0.0
39580,44.0,0.0,77.0,0.0,42.0,-27.0,34.0,36.0,2.0
57099,46.0,,76.0,-1.0,46.0,0.0,29.0,29.0,0.0
10695,37.0,0.0,75.0,-2.0,20.0,32.0,38.0,54.0,16.0
30040,56.0,4.0,98.0,,52.0,18.0,42.0,46.0,
49349,44.0,0.0,81.0,0.0,42.0,,37.0,39.0,2.0
39899,37.0,-3.0,77.0,0.0,38.0,11.0,39.0,38.0,0.0
31434,44.0,0.0,80.0,,44.0,0.0,36.0,36.0,0.0
44321,37.0,0.0,78.0,,10.0,-26.0,42.0,68.0,26.0
10097,57.0,-1.0,,0.0,56.0,0.0,30.0,30.0,0.0
23352,37.0,0.0,77.0,,20.0,2.0,40.0,57.0,16.0
52658,40.0,-2.0,77.0,0.0,38.0,0.0,37.0,38.0,
40536,56.0,0.0,81.0,0.0,-10.0,13.0,25.0,92.0,66.0
26740,55.0,2.0,82.0,6.0,54.0,0.0,27.0,28.0,0.0
18428,44.0,0.0,87.0,-4.0,44.0,1.0,43.0,43.0,0.0
35375,44.0,-1.0,77.0,0.0,44.0,20.0,33.0,33.0,0.0
46039,59.0,1.0,86.0,2.0,60.0,21.0,28.0,27.0,0.0
12833,,0.0,86.0,,38.0,-6.0,46.0,48.0,2.0
11395,55.0,-3.0,76.0,0.0,-18.0,0.0,21.0,94.0,74.0
51482,51.0,0.0,90.0,0.0,,-19.0,38.0,,2.0
9855,55.0,0.0,79.0,-5.0,20.0,0.0,23.0,58.0,34.0
23242,37.0,0.0,80.0,,10.0,-21.0,43.0,70.0,26.0
40646,42.0,-5.0,,0.0,42.0,0.0,66.0,67.0,0.0
10752,51.0,4.0,86.0,0.0,52.0,7.0,35.0,35.0,0.0
10030,,0.0,104.0,0.0,24.0,9.0,67.0,80.0,14.0
51533,55.0,0.0,95.0,0.0,50.0,-5.0,40.0,46.0,6.0
17735,38.0,0.0,79.0,0.0,38.0,5.0,41.0,40.0,0.0
50407,53.0,2.0,85.0,0.0,52.0,-8.0,32.0,33.0,2.0
49476,44.0,-2.0,87.0,1.0,44.0,0.0,43.0,43.0,0.0
42796,,5.0,87.0,2.0,52.0,,36.0,35.0,0.0
22919,37.0,0.0,105.0,2.0,30.0,-15.0,68.0,74.0,6.0
56132,58.0,0.0,83.0,2.0,56.0,0.0,25.0,26.0,0.0
45524,53.0,0.0,83.0,0.0,52.0,-23.0,30.0,32.0,2.0
20097,,0.0,89.0,0.0,,13.0,44.0,42.0,0.0
26394,43.0,-5.0,75.0,0.0,42.0,0.0,32.0,34.0,2.0
51974,37.0,0.0,76.0,0.0,38.0,3.0,38.0,37.0,0.0
17281,37.0,0.0,78.0,-1.0,28.0,-16.0,,50.0,8.0
29891,45.0,-2.0,79.0,0.0,44.0,-7.0,34.0,35.0,2.0
42564,56.0,0.0,97.0,-1.0,50.0,31.0,41.0,48.0,6.0
17990,37.0,0.0,82.0,8.0,24.0,0.0,45.0,59.0,14.0
17785,37.0,0.0,76.0,,24.0,6.0,39.0,53.0,14.0
25974,102.0,0.0,103.0,0.0,,-21.0,1.0,33.0,32.0
30170,41.0,0.0,80.0,-1.0,42.0,,39.0,39.0,0.0
22114,56.0,-4.0,81.0,0.0,56.0,0.0,25.0,24.0,0.0
21892,37.0,0.0,76.0,0.0,28.0,-21.0,39.0,47.0,8.0
1677,50.0,3.0,88.0,5.0,50.0,0.0,37.0,39.0,2.0
49000,37.0,0.0,90.0,0.0,36.0,-9.0,52.0,53.0,2.0
92,38.0,4.0,76.0,0.0,38.0,4.0,38.0,37.0,0.0
41463,,0.0,83.0,0.0,46.0,16.0,37.0,36.0,0.0
14655,104.0,0.0,106.0,-2.0,70.0,-3.0,1.0,36.0,34.0
3915,37.0,0.0,81.0,0.0,30.0,3.0,44.0,50.0,6.0
11726,38.0,0.0,104.0,-1.0,38.0,0.0,66.0,66.0,0.0
8069,85.0,0.0,88.0,0.0,-2.0,-6.0,3.0,91.0,88.0
12042,37.0,0.0,81.0,0.0,38.0,16.0,43.0,42.0,0.0
45600,41.0,1.0,80.0,0.0,42.0,31.0,39.0,39.0,0.0
23475,,1.0,111.0,3.0,,0.0,48.0,49.0,2.0
45861,49.0,0.0,84.0,0.0,46.0,-29.0,35.0,37.0,2.0
48959,56.0,0.0,81.0,0.0,,-26.0,25.0,27.0,2.0
46367,37.0,2.0,80.0,0.0,20.0,22.0,43.0,59.0,16.0
46180,44.0,-5.0,77.0,0.0,44.0,5.0,34.0,34.0,0.0
57934,37.0,0.0,83.0,0.0,8.0,2.0,46.0,75.0,30.0
31849,47.0,1.0,95.0,-4.0,46.0,0.0,47.0,48.0,
3891,46.0,0.0,83.0,-6.0,46.0,0.0,37.0,37.0,0.0
2252,53.0,2.0,81.0,0.0,52.0,-4.0,28.0,30.0,2.0
13204,,-1.0,84.0,0.0,-20.0,5.0,4.0,105.0,100.0
36004,46.0,0.0,88.0,4.0,44.0,,42.0,44.0,2.0
25895,55.0,-5.0,96.0,0.0,52.0,11.0,41.0,,4.0
2391,48.0,0.0,86.0,-1.0,46.0,0.0,38.0,40.0,2.0
39066,37.0,0.0,82.0,2.0,26.0,-19.0,45.0,56.0,10.0
20451,45.0,0.0,82.0,-5.0,44.0,0.0,37.0,38.0,0.0
3781,37.0,-4.0,90.0,-1.0,,-35.0,53.0,85.0,32.0
7559,37.0,0.0,76.0,-1.0,36.0,0.0,39.0,39.0,0.0
35520,51.0,-1.0,83.0,0.0,50.0,,32.0,,2.0
1292,37.0,0.0,77.0,0.0,36.0,-15.0,40.0,41.0,2.0
41706,40.0,0.0,78.0,3.0,38.0,0.0,38.0,39.0,2.0
5735,41.0,0.0,,0.0,38.0,-30.0,67.0,69.0,2.0
89,37.0,0.0,78.0,0.0,20.0,-10.0,41.0,57.0,16.0
36392,53.0,4.0,91.0,0.0,54.0,28.0,38.0,37.0,0.0
8028,37.0,0.0,81.0,0.0,16.0,3.0,44.0,65.0,22.0
33163,37.0,,77.0,0.0,-6.0,-8.0,41.0,85.0,44.0
13711,44.0,0.0,84.0,-2.0,44.0,2.0,41.0,41.0,0.0
24634,37.0,0.0,82.0,0.0,8.0,-14.0,45.0,74.0,30.0
24923,37.0,0.0,78.0,0.0,-6.0,-19.0,41.0,86.0,44.0
28136,53.0,5.0,88.0,0.0,52.0,-3.0,35.0,36.0,2.0
12660,55.0,0.0,81.0,,-10.0,-16.0,25.0,91.0,66.0
39253,56.0,0.0,83.0,0.0,56.0,6.0,26.0,26.0,0.0
24296,56.0,0.0,,0.0,46.0,17.0,41.0,,10.0
16190,56.0,0.0,77.0,0.0,20.0,26.0,22.0,57.0,36.0
55255,81.0,-1.0,84.0,0.0,-14.0,6.0,4.0,100.0,96.0
31627,104.0,-1.0,106.0,8.0,70.0,0.0,2.0,,34.0
37549,37.0,0.0,82.0,0.0,-4.0,,45.0,,42.0
28167,46.0,0.0,85.0,2.0,,-26.0,39.0,41.0,2.0
53,37.0,-3.0,81.0,-2.0,38.0,-9.0,43.0,42.0,0.0
46457,55.0,0.0,77.0,0.0,10.0,,21.0,66.0,46.0
46138,53.0,1.0,,-7.0,52.0,-21.0,28.0,30.0,
36599,46.0,0.0,76.0,,46.0,1.0,30.0,30.0,0.0
5484,56.0,1.0,98.0,0.0,44.0,-4.0,,,12.0
5910,55.0,0.0,96.0,0.0,42.0,-3.0,41.0,55.0,14.0
44572,56.0,,97.0,0.0,42.0,,41.0,55.0,14.0
57664,37.0,0.0,97.0,-4.0,30.0,0.0,60.0,66.0,6.0
45315,37.0,0.0,77.0,0.0,8.0,7.0,40.0,69.0,
55088,45.0,0.0,82.0,,44.0,-21.0,37.0,38.0,2.0
22069,56.0,0.0,88.0,0.0,54.0,-6.0,32.0,33.0,2.0
28597,46.0,0.0,88.0,0.0,46.0,11.0,42.0,41.0,0.0
17381,60.0,0.0,110.0,0.0,60.0,0.0,50.0,51.0,2.0
35439,37.0,0.0,78.0,0.0,6.0,-13.0,41.0,73.0,32.0
22558,45.0,0.0,78.0,0.0,44.0,-19.0,33.0,34.0,2.0
47906,37.0,0.0,84.0,0.0,24.0,,47.0,61.0,14.0
40744,56.0,2.0,95.0,0.0,54.0,16.0,39.0,,2.0
20366,80.0,0.0,84.0,-3.0,-20.0,1.0,4.0,105.0,100.0
24235,56.0,4.0,80.0,0.0,-4.0,0.0,24.0,85.0,62.0
31451,37.0,0.0,79.0,0.0,38.0,28.0,41.0,,0.0
38039,36.0,-1.0,83.0,5.0,36.0,0.0,46.0,46.0,0.0
310,38.0,-3.0,76.0,0.0,38.0,0.0,38.0,37.0,0.0
1886,86.0,5.0,89.0,,2.0,-14.0,3.0,86.0,84.0
20973,51.0,-4.0,77.0,0.0,52.0,0.0,26.0,25.0,0.0
42947,37.0,0.0,97.0,7.0,24.0,0.0,60.0,74.0,14.0
13250,38.0,3.0,,0.0,38.0,23.0,38.0,37.0,0.0
30532,105.0,6.0,106.0,2.0,70.0,,,36.0,34.0
1247,49.0,2.0,83.0,0.0,50.0,,34.0,34.0,0.0
14370,,-2.0,81.0,-2.0,52.0,1.0,30.0,30.0,0.0
32374,102.0,0.0,103.0,0.0,72.0,5.0,1.0,31.0,30.0
24025,43.0,0.0,77.0,5.0,42.0,0.0,34.0,35.0,2.0
35023,37.0,0.0,80.0,0.0,6.0,31.0,43.0,75.0,32.0
57857,84.0,3.0,86.0,0.0,-2.0,0.0,3.0,89.0,86.0
54207,37.0,0.0,90.0,-2.0,24.0,-5.0,52.0,66.0,14.0
53203,51.0,5.0,81.0,0.0,50.0,-19.0,30.0,,2.0
33820,56.0,0.0,,-2.0,-12.0,-8.0,25.0,94.0,68.0
875,101.0,0.0,102.0,0.0,70.0,-12.0,1.0,32.0,32.0
31747,55.0,0.0,82.0,0.0,-22.0,6.0,26.0,105.0,78.0
7623,54.0,0.0,,-7.0,54.0,0.0,29.0,29.0,0.0
11277,39.0,0.0,76.0,-5.0,,0.0,37.0,37.0,0.0
21028,43.0,0.0,86.0,-3.0,42.0,-15.0,43.0,45.0,2.0
13633,,0.0,80.0,3.0,26.0,0.0,43.0,54.0,10.0
12245,,0.0,86.0,-5.0,42.0,-13.0,42.0,44.0,2.0
48097,56.0,0.0,,-6.0,26.0,-6.0,22.0,52.0,30.0
53616,81.0,0.0,84.0,0.0,-14.0,-6.0,3.0,99.0,96.0
48110,37.0,0.0,82.0,-1.0,-2.0,6.0,45.0,85.0,40.0
20957,51.0,0.0,81.0,6.0,52.0,20.0,30.0,29.0,0.0
30046,37.0,-1.0,82.0,-4.0,38.0,22.0,45.0,43.0,0.0
18270,37.0,0.0,93.0,0.0,12.0,2.0,56.0,81.0,24.0
41562,37.0,0.0,103.0,0.0,18.0,-18.0,66.0,85.0,20.0
34116,37.0,1.0,79.0,0.0,38.0,31.0,41.0,40.0,0.0
3038,37.0,0.0,79.0,0.0,10.0,4.0,,68.0,26.0
43588,43.0,0.0,,0.0,42.0,-11.0,45.0,47.0,2.0
34071,,0.0,86.0,-7.0,46.0,0.0,40.0,40.0,0.0
24149,45.0,3.0,86.0,0.0,44.0,-1.0,40.0,42.0,2.0
26822,39.0,0.0,79.0,1.0,38.0,0.0,40.0,40.0,0.0
16862,37.0,1.0,78.0,0.0,36.0,-1.0,41.0,42.0,2.0
14508,,0.0,86.0,0.0,-6.0,-11.0,3.0,94.0,90.0
23077,52.0,0.0,88.0,4.0,52.0,0.0,36.0,36.0,0.0
17804,52.0,0.0,85.0,0.0,52.0,-13.0,33.0,33.0,0.0
24390,44.0,2.0,81.0,0.0,42.0,-16.0,37.0,39.0,2.0
33841,37.0,0.0,104.0,-2.0,18.0,0.0,67.0,,18.0
14208,37.0,0.0,79.0,-2.0,6.0,0.0,42.0,74.0,32.0
29329,49.0,0.0,95.0,0.0,46.0,-16.0,46.0,,
41060,55.0,0.0,77.0,0.0,38.0,-5.0,22.0,39.0,16.0
3904,37.0,0.0,77.0,0.0,-22.0,-26.0,41.0,101.0,60.0
28923,49.0,0.0,86.0,0.0,50.0,10.0,38.0,37.0,0.0
6005,46.0,0.0,84.0,0.0,46.0,5.0,,38.0,0.0
53426,39.0,2.0,79.0,2.0,38.0,0.0,39.0,40.0,0.0
35698,56.0,2.0,84.0,0.0,56.0,1.0,28.0,27.0,0.0
39203,55.0,0.0,82.0,0.0,-24.0,-2.0,26.0,108.0,82.0
49677,56.0,0.0,81.0,6.0,-22.0,0.0,25.0,105.0,80.0
43087,42.0,0.0,84.0,-3.0,42.0,0.0,42.0,43.0,0.0
48848,56.0,4.0,95.0,0.0,38.0,-2.0,39.0,57.0,18.0
4140,51.0,0.0,83.0,1.0,52.0,6.0,31.0,31.0,0.0
3533,53.0,0.0,86.0,0.0,54.0,7.0,32.0,32.0,0.0
53502,,2.0,80.0,,56.0,2.0,24.0,,0.0
39746,41.0,0.0,87.0,1.0,42.0,25.0,,46.0,0.0
30775,45.0,2.0,88.0,0.0,44.0,109.0,42.0,44.0,2.0
20962,41.0,1.0,80.0,0.0,42.0,2.0,,39.0,0.0
10573,46.0,4.0,79.0,0.0,44.0,-27.0,33.0,35.0,2.0
187,55.0,-1.0,79.0,0.0,16.0,0.0,23.0,63.0,40.0
56617,37.0,0.0,82.0,-2.0,36.0,0.0,45.0,46.0,0.0
19879,50.0,0.0,77.0,-1.0,50.0,-2.0,27.0,28.0,2.0
8948,43.0,-1.0,77.0,0.0,42.0,-6.0,,35.0,2.0
31136,43.0,0.0,88.0,7.0,42.0,0.0,,46.0,2.0
54583,41.0,-5.0,88.0,0.0,42.0,0.0,47.0,46.0,0.0
4638,56.0,0.0,99.0,8.0,46.0,0.0,42.0,52.0,10.0
50915,41.0,-1.0,77.0,0.0,38.0,-18.0,37.0,39.0,2.0
57028,85.0,0.0,88.0,-1.0,6.0,19.0,3.0,83.0,80.0
38470,55.0,-3.0,78.0,,54.0,-5.0,23.0,24.0,2.0
56640,43.0,0.0,81.0,6.0,42.0,-3.0,37.0,39.0,2.0
41454,47.0,5.0,81.0,0.0,46.0,0.0,34.0,35.0,0.0
25306,63.0,-5.0,111.0,0.0,62.0,0.0,48.0,49.0,2.0
56075,56.0,0.0,95.0,0.0,42.0,30.0,,54.0,14.0
46613,41.0,1.0,76.0,0.0,42.0,2.0,34.0,34.0,0.0
7355,56.0,0.0,96.0,0.0,54.0,-9.0,40.0,42.0,2.0
16899,,0.0,81.0,-2.0,42.0,-3.0,39.0,39.0,0.0
1712,103.0,1.0,104.0,8.0,70.0,0.0,1.0,35.0,34.0
11898,37.0,-2.0,78.0,0.0,10.0,0.0,42.0,68.0,26.0
47100,37.0,0.0,83.0,-3.0,34.0,11.0,46.0,,4.0
11181,56.0,0.0,95.0,0.0,52.0,31.0,39.0,43.0,
17242,45.0,3.0,86.0,0.0,46.0,31.0,41.0,40.0,0.0
37741,42.0,3.0,75.0,0.0,42.0,0.0,33.0,34.0,0.0
19286,37.0,0.0,103.0,0.0,18.0,-9.0,66.0,85.0,18.0
5897,52.0,0.0,83.0,0.0,52.0,0.0,31.0,32.0,0.0
52715,55.0,0.0,77.0,4.0,-24.0,0.0,22.0,103.0,82.0
37824,55.0,0.0,79.0,0.0,18.0,-11.0,23.0,61.0,38.0
43559,55.0,0.0,78.0,1.0,26.0,0.0,23.0,52.0,30.0
18545,37.0,1.0,74.0,-1.0,34.0,0.0,37.0,41.0,4.0
580,49.0,3.0,102.0,0.0,50.0,2.0,53.0,53.0,0.0
38404,47.0,1.0,95.0,0.0,46.0,0.0,48.0,49.0,0.0
2236,49.0,3.0,86.0,0.0,50.0,17.0,38.0,37.0,0.0
24568,39.0,-3.0,82.0,1.0,38.0,0.0,43.0,43.0,0.0
16207,56.0,0.0,89.0,0.0,56.0,6.0,33.0,32.0,0.0
16572,55.0,0.0,95.0,-2.0,52.0,-2.0,40.0,44.0,4.0
31138,37.0,0.0,99.0,0.0,30.0,21.0,61.0,,6.0
2547,45.0,0.0,108.0,0.0,44.0,-6.0,62.0,64.0,2.0
56410,58.0,0.0,84.0,0.0,56.0,-1.0,25.0,27.0,2.0
54222,47.0,1.0,86.0,1.0,46.0,0.0,40.0,40.0,0.0
32760,43.0,-1.0,,1.0,42.0,-6.0,33.0,35.0,2.0
23865,56.0,-1.0,,0.0,56.0,0.0,30.0,29.0,0.0
33318,56.0,,95.0,0.0,50.0,19.0,40.0,46.0,6.0
39644,47.0,0.0,86.0,-4.0,46.0,0.0,39.0,39.0,0.0
1479,105.0,-2.0,106.0,0.0,70.0,0.0,1.0,36.0,
15403,37.0,0.0,78.0,0.0,12.0,-6.0,42.0,65.0,24.0
16474,37.0,0.0,76.0,-6.0,36.0,0.0,39.0,40.0,0.0
57244,46.0,-2.0,83.0,0.0,44.0,,37.0,39.0,2.0
32678,56.0,0.0,95.0,0.0,42.0,-2.0,40.0,54.0,14.0
2516,37.0,1.0,77.0,0.0,34.0,-23.0,40.0,43.0,4.0
17759,37.0,0.0,76.0,0.0,36.0,17.0,39.0,39.0,0.0
52137,37.0,-5.0,,0.0,20.0,0.0,40.0,55.0,16.0
13308,54.0,-4.0,88.0,0.0,54.0,0.0,34.0,34.0,0.0
8285,58.0,0.0,80.0,-5.0,56.0,0.0,22.0,23.0,0.0
18894,56.0,,92.0,0.0,,-21.0,36.0,43.0,6.0
19655,55.0,0.0,,0.0,44.0,-8.0,,,12.0
30463,37.0,0.0,104.0,0.0,16.0,-6.0,,88.0,22.0
40323,82.0,0.0,86.0,0.0,-12.0,,3.0,99.0,96.0
38820,47.0,-1.0,77.0,0.0,,0.0,30.0,30.0,0.0
41070,37.0,0.0,99.0,2.0,28.0,0.0,62.0,71.0,8.0
17126,41.0,22.0,77.0,0.0,28.0,0.0,36.0,48.0,12.0
27154,51.0,-1.0,86.0,-3.0,50.0,-6.0,,37.0,2.0
47286,37.0,0.0,104.0,-1.0,20.0,27.0,67.0,84.0,16.0
35203,54.0,-2.0,81.0,0.0,54.0,0.0,27.0,26.0,0.0
55428,49.0,-1.0,77.0,0.0,50.0,0.0,28.0,,0.0
37966,37.0,0.0,79.0,,0.0,6.0,42.0,79.0,36.0
32819,37.0,0.0,104.0,1.0,18.0,0.0,67.0,86.0,20.0
